id,first_name,last_name,gender,age,visa_type,passport_number,nationality,state,destination country,destination state,entry date,exit date,estimated expenses,transportion mode,degree_type,major,institution,start_date,end_date,visa_sub_type,,,,,,,,,,,,,,,,,,
123,Gerome,Strain,M,24,Student,2176618364,Taiwan,,United States,Florida,09/10/23,04/05/23,$22292.36,air,Master's,Computer Science,Texas A&M International University,1/18/2023,7/17/2024,,,,,,,,,,,,,,,,,,,
124,Meier,Heathfield,M,31,Student,8607880773,Taiwan,,United States,California,08/01/23,10/16/2024,$11859.55,air,Master's,Computer Science,University of Indianapolis,01/02/23,04/08/25,,,,,,,,,,,,,,,,,,,
125,Jeremy,Haylock,M,28,Student,5954571507,Taiwan,,United States,Arizona,09/06/23,03/07/25,$14907.24,air,Master's,Computer Science,Bryn Mawr College,1/17/2023,06/03/24,,,,,,,,,,,,,,,,,,,
126,Dennet,Roarty,M,25,Student,1287663004,Taiwan,,United States,District of Columbia,8/25/2023,04/07/24,$22381.70,air,Master's,Computer Science,Xavier University of Louisiana,1/20/2023,1/17/2025,,,,,,,,,,,,,,,,,,,
127,Rivi,Sneddon,F,18,Student,9291677813,Taiwan,,United States,Hawaii,09/02/23,1/17/2024,$19469.67,air,Master's,Business Administration,Pacifica Graduate Institute,1/23/2023,10/03/24,,,,,,,,,,,,,,,,,,,
128,Brigg,Dorken,M,25,Student,8032411818,Taiwan,,United States,Maryland,09/08/23,12/17/2023,$12482.23,air,Master's,Computer Science,Clarion University,01/09/23,2/29/2024,,,,,,,,,,,,,,,,,,,
129,Coretta,Skipsea,F,34,Student,3207849752,Taiwan,,United States,Maryland,8/13/2023,9/30/2023,$23309.78,air,Master's,Computer Science,Hilbert College,1/19/2023,3/22/2025,,,,,,,,,,,,,,,,,,,
130,Kipp,Ridehalgh,M,30,Student,2808646754,Taiwan,,United States,Kentucky,08/10/23,11/10/23,$24475.90,air,Master's,Computer Science,Boston Architectural Center,1/26/2023,2/19/2025,,,,,,,,,,,,,,,,,,,
131,Zonnya,Blumer,F,30,Student,4213659654,Taiwan,,United States,Wisconsin,08/06/23,07/04/23,$22070.72,air,Master's,Psychology,Denver Paralegal Institute,01/01/23,10/18/2024,,,,,,,,,,,,,,,,,,,
132,Woodrow,Hanbury-Brown,M,18,Student,1414071672,Taiwan,,United States,Illinois,8/14/2023,3/14/2023,$11578.17,air,Master's,Computer Science,John F. Kennedy University,1/30/2023,9/18/2024,,,,,,,,,,,,,,,,,,,
133,Tamqrah,Robert,F,19,Student,1087315462,Taiwan,,United States,Virginia,8/16/2023,04/07/23,$12820.72,air,Master's,Computer Science,University of Wisconsin - River Falls,1/15/2023,03/09/25,,,,,,,,,,,,,,,,,,,
134,Raddy,Whitbread,M,31,Student,6694368331,Taiwan,,United States,California,8/25/2023,8/23/2023,$18341.92,air,Master's,Computer Science,Minot State University,1/28/2023,03/07/24,,,,,,,,,,,,,,,,,,,
135,Cindy,Manchester,F,25,Student,4442974182,Taiwan,,United States,California,8/13/2023,07/01/23,$22404.57,air,Master's,Computer Science,"University of California, Santa Cruz",1/27/2023,03/07/24,,,,,,,,,,,,,,,,,,,
136,Berti,Smallthwaite,F,25,Student,6342711517,Taiwan,,United States,California,09/01/23,4/24/2023,$22499.97,air,Master's,Business Administration,Lakeview College of Nursing,1/29/2023,4/26/2024,,,,,,,,,,,,,,,,,,,
137,Stefanie,Coat,F,19,Student,5836801899,Taiwan,,United States,Florida,08/04/23,12/26/2024,$15933.29,air,Master's,Business Administration,Northwestern College Iowa,01/07/23,7/17/2024,,,,,,,,,,,,,,,,,,,
138,Luisa,Gooderridge,F,28,Student,1620952853,Taiwan,,United States,Virginia,8/18/2023,8/21/2023,$19297.68,air,Master's,Computer Science,Boston Architectural Center,1/21/2023,6/18/2024,,,,,,,,,,,,,,,,,,,
139,Marabel,Daybell,F,19,Student,9321046803,Taiwan,,United States,Michigan,08/03/23,3/28/2025,$18468.67,air,Master's,Computer Science,Wheelock College,01/04/23,9/28/2024,,,,,,,,,,,,,,,,,,,
140,Pascal,Gogie,M,29,Student,7555712317,Taiwan,,United States,Illinois,09/04/23,2/24/2024,$19322.16,air,Master's,Business Administration,"Rutgers, The State University of New Jersey",01/11/23,3/21/2024,,,,,,,,,,,,,,,,,,,
141,Lucinda,MacCafferky,F,20,Student,3025121175,Taiwan,,United States,Florida,8/30/2023,6/23/2023,$22994.06,air,Master's,Psychology,University of Washington,01/04/23,12/06/24,,,,,,,,,,,,,,,,,,,
142,Lind,Whatley,M,25,Student,9235541374,Taiwan,,United States,South Carolina,08/09/23,8/28/2024,$15416.99,air,Master's,Business Administration,Northeastern Illinois University,01/08/23,12/20/2023,,,,,,,,,,,,,,,,,,,
143,Chantal,Bambra,F,26,Student,3197142865,Taiwan,,United States,Idaho,8/13/2023,04/06/25,$10586.95,air,Master's,Computer Science,Allegheny College,1/28/2023,12/29/2023,,,,,,,,,,,,,,,,,,,
144,Nikoletta,Ames,F,19,Student,9007149869,Taiwan,,United States,Ohio,8/18/2023,04/03/23,$11562.90,air,Master's,Psychology,United States Naval Academy,1/15/2023,2/21/2025,,,,,,,,,,,,,,,,,,,
145,Anabel,McCaughan,F,33,Student,8518364063,Taiwan,,United States,Minnesota,8/19/2023,3/24/2023,$21572.95,air,Master's,Business Administration,Loras College,01/08/23,11/14/2024,,,,,,,,,,,,,,,,,,,
146,Ogdan,Klaas,M,26,Student,4653048506,Taiwan,,United States,West Virginia,09/03/23,04/07/23,$13486.23,air,Master's,Computer Science,Lincoln University Pennsylvania,1/15/2023,6/22/2024,,,,,,,,,,,,,,,,,,,
147,Brandon,Tampin,M,23,Student,1882984256,Taiwan,,United States,Oklahoma,08/11/23,3/19/2023,$21440.18,air,Master's,Computer Science,Duquesne University,1/19/2023,2/17/2025,,,,,,,,,,,,,,,,,,,
148,Alane,Ovenden,F,32,Student,9371709784,Taiwan,,United States,Tennessee,9/14/2023,02/03/25,$24997.72,air,Master's,Computer Science,St. Joseph's College,1/18/2023,10/25/2024,,,,,,,,,,,,,,,,,,,
149,Darrick,Youhill,M,22,Student,6638021906,Taiwan,,United States,Pennsylvania,8/23/2023,08/02/23,$24471.87,air,Master's,Business Administration,University of Illinois at Springfield,1/27/2023,05/07/25,,,,,,,,,,,,,,,,,,,
150,Tony,Bearne,M,18,Student,4909393696,Taiwan,,United States,Kansas,09/08/23,09/01/24,$13958.55,air,Master's,Computer Science,Louisiana Baptist University,1/21/2023,5/18/2024,,,,,,,,,,,,,,,,,,,
151,Britney,Cholerton,F,24,Student,7084402150,Taiwan,,United States,Oregon,08/12/23,10/01/23,$10413.50,air,Master's,Computer Science,University of North Alabama,1/17/2023,4/20/2024,,,,,,,,,,,,,,,,,,,
152,Rene,Kleinhandler,M,28,Student,3242873593,Taiwan,,United States,District of Columbia,08/10/23,3/29/2025,$15585.86,air,Master's,Computer Science,Bryan College,1/18/2023,10/12/24,,,,,,,,,,,,,,,,,,,
153,Jaye,Chadband,M,29,Student,7351750352,Taiwan,,United States,Florida,8/14/2023,3/26/2024,$24065.74,air,Master's,Business Administration,Covenant College,1/21/2023,03/12/25,,,,,,,,,,,,,,,,,,,
154,Jocelyne,Finey,F,19,Student,4089370949,Taiwan,,United States,South Carolina,8/27/2023,08/05/23,$23299.98,air,Master's,Computer Science,Charter Oak State College,01/01/23,10/13/2024,,,,,,,,,,,,,,,,,,,
155,Stearne,Eilert,M,31,Student,3766412500,Taiwan,,United States,Florida,8/14/2023,9/25/2024,$11406.96,air,Master's,Computer Science,California University of Pennsylvania,1/19/2023,03/11/25,,,,,,,,,,,,,,,,,,,
156,Antony,Walkingshaw,M,20,Student,3734798800,Taiwan,,United States,Texas,8/21/2023,01/02/24,$24189.52,air,Master's,Computer Science,Berea College,1/27/2023,03/04/24,,,,,,,,,,,,,,,,,,,
157,Lilla,Shreenan,F,24,Student,4231524132,Taiwan,,United States,New York,8/27/2023,10/23/2024,$12655.24,air,Master's,Psychology,Peru State College,1/23/2023,8/17/2024,,,,,,,,,,,,,,,,,,,
158,Marabel,Petran,F,31,Student,6982730924,Taiwan,,United States,Louisiana,08/06/23,8/21/2023,$11044.14,air,Master's,Computer Science,Bethany College Kansas,1/17/2023,1/24/2025,,,,,,,,,,,,,,,,,,,
159,Omero,Rodder,M,30,Student,7918598059,Taiwan,,United States,New York,09/01/23,07/04/23,$21310.68,air,Master's,Computer Science,"Long Island University, Southampton College",1/20/2023,9/19/2024,,,,,,,,,,,,,,,,,,,
160,Carlina,Darwent,F,30,Student,9570213595,Taiwan,,United States,Tennessee,09/04/23,10/26/2023,$21359.02,air,Master's,Psychology,Katharine Gibbs School,1/23/2023,10/28/2024,,,,,,,,,,,,,,,,,,,
161,Nedda,Monketon,F,30,Student,6961094324,Taiwan,,United States,California,9/13/2023,3/28/2023,$17122.51,air,Master's,Psychology,Pennsylvania State University at Harrisburg - The Capital College,1/19/2023,12/07/24,,,,,,,,,,,,,,,,,,,
162,Allx,Aronsohn,F,22,Student,7531714111,Taiwan,,United States,Arizona,08/04/23,03/07/23,$16851.89,air,Master's,Computer Science,Warner Pacific College,1/28/2023,01/04/24,,,,,,,,,,,,,,,,,,,
163,Nikola,Reckhouse,M,35,Student,2937779105,Taiwan,,United States,Texas,08/02/23,11/20/2023,$15449.80,air,Master's,Computer Science,Westminster College Fulton,01/05/23,8/17/2024,,,,,,,,,,,,,,,,,,,
164,Ted,Scoyne,M,23,Student,2324734417,Taiwan,,United States,California,08/07/23,4/19/2024,$19708.09,air,Master's,Computer Science,Hesser College,01/07/23,9/20/2024,,,,,,,,,,,,,,,,,,,
165,Harlene,Borge,F,34,Student,6671050036,Taiwan,,United States,Oklahoma,09/02/23,04/05/23,$11820.41,air,Master's,Computer Science,Conway School of Landscape Design,01/11/23,7/31/2024,,,,,,,,,,,,,,,,,,,
166,Cristen,Salmond,F,22,Student,2768797937,Taiwan,,United States,Ohio,09/04/23,1/16/2024,$12176.88,air,Master's,Psychology,Campbellsville College,01/07/23,4/27/2024,,,,,,,,,,,,,,,,,,,
167,Mendy,Iacoviello,M,18,Student,6197564100,Taiwan,,United States,Ohio,8/18/2023,10/30/2023,$22922.32,air,Master's,Computer Science,Clearwater Christian College,01/08/23,12/17/2024,,,,,,,,,,,,,,,,,,,
168,Pail,Worland,M,23,Student,8139943369,Taiwan,,United States,Florida,08/03/23,09/08/24,$24823.59,air,Master's,Computer Science,EarthNet Institute,1/29/2023,1/28/2024,,,,,,,,,,,,,,,,,,,
169,Urbain,Shellibeer,M,25,Student,1628201380,Taiwan,,United States,Texas,08/08/23,11/30/2023,$16404.91,air,Master's,Business Administration,Rasmussen College,01/10/23,09/10/24,,,,,,,,,,,,,,,,,,,
170,Euell,Boij,M,21,Student,3172282717,Taiwan,,United States,Pennsylvania,08/01/23,6/22/2024,$14889.54,air,Master's,Computer Science,Hebrew College,1/15/2023,11/15/2024,,,,,,,,,,,,,,,,,,,
171,Baird,McKeever,M,28,Student,6359797792,Taiwan,,United States,New Mexico,9/13/2023,8/25/2024,$12003.98,air,Master's,Computer Science,Reed College,1/20/2023,04/12/24,,,,,,,,,,,,,,,,,,,
172,Chase,Rolinson,M,18,Student,1486563040,Taiwan,,United States,Alaska,08/07/23,1/15/2023,$20321.61,air,Master's,Business Administration,Brescia University,01/01/23,03/08/24,,,,,,,,,,,,,,,,,,,
173,Irena,Tonnesen,F,18,Student,9145555813,Taiwan,,United States,New York,8/25/2023,7/16/2024,$24209.05,air,Master's,Business Administration,Muskingum College,1/18/2023,03/08/25,,,,,,,,,,,,,,,,,,,
174,Perkin,Odda,M,31,Student,6225553416,Taiwan,,United States,Massachusetts,8/18/2023,10/11/24,$20537.92,air,Master's,Computer Science,University of Arizona,01/07/23,6/15/2024,,,,,,,,,,,,,,,,,,,
175,Micki,Wadham,F,32,Student,9705087963,Taiwan,,United States,Florida,09/09/23,1/20/2025,$22930.07,air,Master's,Computer Science,Savannah College of Art and Design,1/16/2023,04/02/25,,,,,,,,,,,,,,,,,,,
176,Francis,McMakin,M,18,Student,7372296069,Taiwan,,United States,Oregon,8/17/2023,07/01/24,$15689.98,air,Master's,Computer Science,Simon's Rock College,1/26/2023,5/27/2025,,,,,,,,,,,,,,,,,,,
177,Elva,Fernanando,F,27,Student,5512206840,Taiwan,,United States,Illinois,09/04/23,2/20/2024,$15812.09,air,Master's,Computer Science,Carroll College Waukesha,1/14/2023,3/27/2024,,,,,,,,,,,,,,,,,,,
178,Selia,Chantillon,F,34,Student,7555360172,Taiwan,,United States,Mississippi,8/20/2023,2/18/2023,$14515.48,air,Master's,Business Administration,Boston Architectural Center,1/18/2023,01/06/25,,,,,,,,,,,,,,,,,,,
179,Daveen,Storres,F,29,Student,8721205479,Taiwan,,United States,California,09/07/23,3/19/2025,$24329.88,air,Master's,Psychology,Virginia International University,01/03/23,9/29/2024,,,,,,,,,,,,,,,,,,,
180,Magdalena,Keneforde,F,35,Student,8166368895,Taiwan,,United States,Kentucky,8/13/2023,04/03/24,$18639.63,air,Master's,Computer Science,Albany Medical Center,1/14/2023,04/09/24,,,,,,,,,,,,,,,,,,,
181,Juliane,Ackerley,F,32,Student,9865948754,Taiwan,,United States,New York,08/12/23,7/27/2024,$16904.46,air,Master's,Computer Science,Antioch University Santa Barbara,01/08/23,12/13/2024,,,,,,,,,,,,,,,,,,,
182,Ilario,Overton,M,25,Student,3938331839,Taiwan,,United States,Indiana,8/27/2023,01/02/24,$17213.68,air,Master's,Computer Science,Capital University,01/12/23,02/10/25,,,,,,,,,,,,,,,,,,,
183,Adelbert,Figgess,M,21,Student,2495761129,Taiwan,,United States,Wyoming,8/26/2023,09/03/24,$13879.18,air,Master's,Business Administration,Heartland Baptist Bible College,1/28/2023,2/27/2025,,,,,,,,,,,,,,,,,,,
184,Claresta,Baldrey,F,26,Student,7345255547,Taiwan,,United States,New York,8/13/2023,12/23/2024,$12090.41,air,Master's,Psychology,Clarkson University,1/17/2023,2/19/2024,,,,,,,,,,,,,,,,,,,
185,Iolande,Furniss,F,32,Student,9846432392,Taiwan,,United States,Oklahoma,08/08/23,5/31/2024,$14892.92,air,Master's,Computer Science,Indiana University - Southeast,1/30/2023,5/17/2024,,,,,,,,,,,,,,,,,,,
186,Osgood,Haszard,M,26,Student,9148930186,Taiwan,,United States,Illinois,09/05/23,12/19/2023,$10572.66,air,Master's,Business Administration,Reed College,01/06/23,10/21/2024,,,,,,,,,,,,,,,,,,,
187,Elsie,Pezey,F,22,Student,3632276539,Taiwan,,United States,Colorado,09/06/23,06/06/23,$23068.54,air,Master's,Computer Science,"Troy University, Phenix City",01/06/23,05/04/24,,,,,,,,,,,,,,,,,,,
188,Dennie,Layland,F,22,Student,1188263352,Taiwan,,United States,Florida,08/08/23,9/14/2024,$13764.09,air,Master's,Computer Science,Capella University,1/23/2023,9/25/2024,,,,,,,,,,,,,,,,,,,
189,Elva,Wherrit,F,35,Student,8994909285,Taiwan,,United States,California,08/05/23,07/03/24,$13002.08,air,Master's,Computer Science,Appalachian Bible College,01/07/23,1/17/2024,,,,,,,,,,,,,,,,,,,
190,Norah,Baldung,F,27,Student,8888950228,Taiwan,,United States,District of Columbia,8/24/2023,5/31/2024,$16876.32,air,Master's,Business Administration,Katharine Gibbs School,01/08/23,10/25/2024,,,,,,,,,,,,,,,,,,,
191,Sharai,Samways,F,29,Student,8285829158,Taiwan,,United States,California,8/21/2023,6/24/2024,$21358.95,air,Master's,Business Administration,Excelsior College,1/16/2023,08/03/24,,,,,,,,,,,,,,,,,,,
192,Lewes,Williamson,M,25,Student,7392666427,Taiwan,,United States,Virginia,09/07/23,11/10/23,$14140.46,air,Master's,Computer Science,Medical College of Ohio,01/11/23,6/26/2024,,,,,,,,,,,,,,,,,,,
193,Harcourt,Crush,M,31,Student,1477054403,Taiwan,,United States,Pennsylvania,08/06/23,10/25/2024,$15513.91,air,Master's,Psychology,The Cooper Union for the Advancement of Science and Art,1/24/2023,08/01/24,,,,,,,,,,,,,,,,,,,
194,Amalea,De Cleen,F,30,Student,5981249814,Taiwan,,United States,Ohio,09/06/23,09/03/24,$23753.68,air,Master's,Psychology,West Liberty State College,1/29/2023,3/29/2025,,,,,,,,,,,,,,,,,,,
195,Cleavland,Abade,M,23,Student,7797639380,Taiwan,,United States,Iowa,8/15/2023,08/09/24,$19813.02,air,Master's,Business Administration,Purdue University North Central,01/07/23,12/28/2024,,,,,,,,,,,,,,,,,,,
196,Humbert,MacColgan,M,29,Student,3017531182,Taiwan,,United States,Massachusetts,8/15/2023,3/28/2024,$23934.69,air,Master's,Computer Science,Kent State University - Trumbull,1/29/2023,04/12/25,,,,,,,,,,,,,,,,,,,
197,Crosby,Player,M,32,Student,5938757716,Taiwan,,United States,Virginia,09/06/23,4/26/2024,$14140.10,air,Master's,Computer Science,Idaho State University,1/29/2023,6/27/2024,,,,,,,,,,,,,,,,,,,
198,Polly,Baldwin,F,33,Student,2717541708,Taiwan,,United States,Maryland,09/08/23,11/09/23,$13798.55,air,Master's,Business Administration,Sul Ross State University,01/11/23,3/23/2024,,,,,,,,,,,,,,,,,,,
199,Myrta,Mainston,F,21,Student,3876964947,Taiwan,,United States,Colorado,9/14/2023,12/08/24,$19203.52,air,Master's,Computer Science,"City University of New York, York College",1/25/2023,11/22/2024,,,,,,,,,,,,,,,,,,,
200,Sydney,Phillot,M,21,Student,4433443913,Taiwan,,United States,Kentucky,09/12/23,01/10/25,$11330.64,air,Master's,Psychology,"DeVry Institute of Technology, Pomona",01/07/23,12/26/2024,,,,,,,,,,,,,,,,,,,
201,Ophelie,Duerden,F,20,Student,3727281872,Taiwan,,United States,Wisconsin,09/10/23,01/01/24,$13426.42,air,Master's,Computer Science,"Fairleigh Dickinson University, Florham-Madison Campus",1/22/2023,11/02/24,,,,,,,,,,,,,,,,,,,
202,Bettye,Duddy,F,18,Student,6223509160,Taiwan,,United States,New York,09/01/23,1/20/2025,$10548.18,air,Master's,Computer Science,Bethel College McKenzie,1/13/2023,4/16/2025,,,,,,,,,,,,,,,,,,,
203,Antonetta,Perotti,F,32,Student,2518750262,Taiwan,,United States,California,08/10/23,4/26/2024,$22426.23,air,Master's,Business Administration,University of Montana,1/28/2023,8/31/2024,,,,,,,,,,,,,,,,,,,
204,Thatcher,Gumm,M,29,Student,2834994998,Taiwan,,United States,Texas,8/25/2023,4/25/2024,$20911.23,air,Master's,Psychology,Mayville State University,01/09/23,10/23/2024,,,,,,,,,,,,,,,,,,,
205,Revkah,Dagwell,F,24,Student,3242046836,Taiwan,,United States,North Carolina,8/14/2023,10/14/2023,$16649.92,air,Master's,Computer Science,Indiana University at Kokomo,01/11/23,09/09/24,,,,,,,,,,,,,,,,,,,
206,Robena,Ritch,F,26,Student,2153954727,Taiwan,,United States,Pennsylvania,8/29/2023,06/04/23,$15762.71,air,Master's,Business Administration,Embry-Riddle Aeronautical University,1/16/2023,10/30/2024,,,,,,,,,,,,,,,,,,,
207,Michell,Chestnutt,F,22,Student,6013948472,Taiwan,,United States,California,08/12/23,05/09/24,$21864.77,air,Master's,Computer Science,University of Colorado at Boulder,1/20/2023,5/24/2024,,,,,,,,,,,,,,,,,,,
208,Emmalynn,Giacoboni,F,19,Student,8430698630,Taiwan,,United States,Kansas,8/18/2023,3/18/2024,$20763.59,air,Master's,Psychology,Alaska Pacific University,1/15/2023,3/13/2024,,,,,,,,,,,,,,,,,,,
209,Alastair,Rabson,M,21,Student,9489712634,Taiwan,,United States,Ohio,8/19/2023,11/18/2023,$11754.13,air,Master's,Business Administration,Lehigh Univervsity,01/06/23,04/09/25,,,,,,,,,,,,,,,,,,,
210,Sadie,Currey,F,34,Student,1524265908,Taiwan,,United States,District of Columbia,8/23/2023,04/02/24,$16284.27,air,Master's,Computer Science,Stillman College,1/24/2023,12/24/2024,,,,,,,,,,,,,,,,,,,
211,Morty,Raffon,M,31,Student,5313784584,Taiwan,,United States,Florida,09/10/23,3/28/2025,$21224.78,air,Master's,Business Administration,University of Louisville,01/12/23,1/30/2025,,,,,,,,,,,,,,,,,,,
212,Carny,Klimkov,M,28,Student,6557772409,Taiwan,,United States,New York,08/08/23,8/27/2024,$12634.81,air,Master's,Computer Science,York University,1/18/2023,09/10/24,,,,,,,,,,,,,,,,,,,
213,Carmine,Cocking,F,28,Student,6207799099,Taiwan,,United States,Idaho,9/13/2023,02/02/25,$13003.36,air,Master's,Computer Science,Mount Aloysius College,1/13/2023,6/30/2024,,,,,,,,,,,,,,,,,,,
214,Lea,Castlake,F,22,Student,5347353678,Taiwan,,United States,Mississippi,8/28/2023,4/22/2025,$12479.26,air,Master's,Computer Science,University of Southern Mississippi,01/11/23,5/24/2024,,,,,,,,,,,,,,,,,,,
215,Luce,Jull,M,18,Student,6538142000,Taiwan,,United States,Florida,8/22/2023,08/04/24,$17551.05,air,Master's,Computer Science,St. Paul's College,01/04/23,02/01/25,,,,,,,,,,,,,,,,,,,
216,Georges,Burkinshaw,M,22,Student,9730613249,Taiwan,,United States,Arizona,09/09/23,4/17/2024,$14805.71,air,Master's,Computer Science,Northeastern University,1/18/2023,10/13/2024,,,,,,,,,,,,,,,,,,,
217,Zarla,Barbie,F,33,Student,2772075320,Taiwan,,United States,District of Columbia,8/18/2023,1/15/2024,$18820.98,air,Master's,Business Administration,College of St. Scholastica,1/15/2023,11/12/24,,,,,,,,,,,,,,,,,,,
218,Jodee,Riggey,F,35,Student,9497343557,Taiwan,,United States,Tennessee,8/16/2023,02/11/25,$15324.66,air,Master's,Computer Science,University of Hawaii - West Oahu,01/11/23,09/01/24,,,,,,,,,,,,,,,,,,,
219,Claudius,Olanda,M,22,Student,5641130202,Taiwan,,United States,Utah,09/11/23,1/20/2024,$17820.53,air,Master's,Business Administration,Southern Utah University,1/15/2023,03/08/25,,,,,,,,,,,,,,,,,,,
220,Alphonse,Fortye,M,26,Student,4030298088,Taiwan,,United States,Alabama,09/12/23,07/05/24,$18579.33,air,Master's,Computer Science,Hebrew College,1/15/2023,10/06/24,,,,,,,,,,,,,,,,,,,
221,Noe,Ebbage,M,29,Student,2319912562,Taiwan,,United States,Pennsylvania,8/23/2023,08/07/23,$12266.84,air,Master's,Computer Science,Bates College,1/15/2023,08/06/24,,,,,,,,,,,,,,,,,,,
222,Bordie,Aspell,M,29,Student,5646784750,Taiwan,,United States,New York,8/20/2023,03/11/23,$20642.77,air,Master's,Computer Science,University of South Florida,1/18/2023,2/16/2024,,,,,,,,,,,,,,,,,,,
